"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","AcceptedLastCmp","Generation","AcceptedPrv","TotalDays"
"1698",1983,"PhD","Married",86580,0,0,72,532,21,127,26,20,20,0,4,2,5,1,"0","0","1","0","0","0","0","Millenials",1,488
"1699",1957,"PhD","Divorced",41437,1,1,5,29,0,2,0,0,1,1,1,0,3,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,646
"1700",1951,"Master","Widow",73705,0,2,86,612,91,520,258,107,107,2,9,6,8,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,117
"1701",1976,"Graduation","Married",61064,0,1,80,387,126,342,0,45,180,5,8,4,11,6,"0","0","0","0","0","0","0","Generation X",0,668
"1702",1955,"Master","Married",38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,92
"1703",1989,"Graduation","Single",18358,1,0,49,6,8,19,16,4,4,3,3,0,4,7,"0","0","0","0","0","0","0","Millenials",0,222
"1704",1973,"PhD","Together",55012,0,1,85,582,0,65,0,0,13,6,8,2,9,5,"0","0","0","0","0","0","0","Generation X",0,101
"1705",1973,"Basic","Together",9722,1,0,7,6,17,16,6,16,42,4,3,1,3,8,"0","0","0","0","0","0","1","Generation X",0,636
"1706",1984,"PhD","Married",38175,1,0,6,70,6,69,2,3,3,3,3,1,4,7,"0","0","0","0","0","0","0","Millenials",0,280
"1707",1956,"Master","Together",58656,0,1,25,962,12,194,16,24,12,4,7,8,13,6,"0","0","1","0","0","0","0","Baby Boomer Generation",1,648
"1708",1965,"Graduation","Together",52117,0,1,55,112,10,107,30,0,20,2,5,2,4,7,"0","0","0","0","0","0","0","Generation X",0,683
"1709",1978,"Graduation","Married",64813,1,0,81,293,0,124,179,97,52,1,7,2,10,5,"0","0","0","0","0","0","0","Generation X",0,179
"1710",1973,"PhD","Married",54222,0,1,98,199,12,31,3,12,7,1,3,3,5,3,"0","0","0","0","0","0","0","Generation X",0,121
"1711",1986,"Graduation","Married",83512,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,"1","0","1","1","1","0","1","Millenials",4,13
"1712",1959,"Master","Married",77520,0,1,30,940,44,396,0,88,58,1,8,7,7,4,"1","0","1","1","0","0","1","Baby Boomer Generation",3,306
"1713",1978,"Graduation","Together",41154,0,1,98,44,2,11,2,3,7,1,1,0,4,5,"0","0","0","0","0","0","0","Generation X",0,447
"1714",1966,"Graduation","Married",80398,0,0,92,342,51,936,207,35,26,1,5,8,12,3,"0","0","1","0","0","0","0","Generation X",1,597
"1715",1992,"Basic","Single",18746,1,0,41,2,10,11,12,9,20,2,3,0,3,6,"0","0","0","0","0","0","0","Millenials",0,32
"1716",1984,"Graduation","Together",35196,1,0,68,75,12,141,43,39,187,6,6,1,5,8,"0","0","0","0","0","0","0","Millenials",0,594
"1717",1956,"Graduation","Single",60230,0,1,78,520,20,367,39,81,40,2,6,3,6,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,406
"1718",1977,"Graduation","Married",22108,1,1,46,5,3,9,6,2,6,2,2,0,3,7,"0","0","0","0","0","0","0","Generation X",0,53
"1719",1974,"Graduation","Together",44392,1,1,71,87,5,71,7,12,29,5,4,1,4,7,"0","0","0","0","0","0","0","Generation X",0,298
"1720",1976,"PhD","Married",55424,0,1,6,462,61,184,10,53,107,4,7,5,9,6,"1","0","0","0","0","0","1","Generation X",1,582
"1721",1979,"Graduation","Married",17688,1,0,82,2,2,1,3,1,2,1,1,0,2,8,"0","0","0","0","0","1","0","Generation X",0,533
"1722",1983,"PhD","Married",92491,0,0,71,979,44,935,29,25,22,1,7,5,12,3,"0","1","1","1","0","0","1","Millenials",3,425
"1723",1991,"Graduation","Single",90273,0,0,32,704,129,853,120,74,111,1,5,6,7,2,"0","1","1","1","0","0","1","Millenials",3,198
"1724",1962,"PhD","Widow",82571,0,0,28,861,31,558,62,95,79,0,6,5,13,2,"0","0","1","0","0","0","0","Baby Boomer Generation",1,89
"1725",1982,"PhD","Single",38513,1,0,20,172,3,115,16,0,18,5,6,1,5,8,"0","0","0","0","0","0","1","Millenials",0,153
"1726",1979,"Master","Single",16653,1,0,10,5,7,31,15,4,7,3,2,1,3,6,"0","0","0","0","0","0","1","Generation X",0,73
"1727",1955,"Graduation","Together",42586,1,1,7,194,2,56,0,0,0,5,4,1,6,8,"0","0","0","0","0","0","1","Baby Boomer Generation",0,609
"1728",1965,"Basic","Single",23529,0,1,67,9,7,13,3,2,20,1,1,1,2,6,"0","0","0","0","0","0","0","Generation X",0,539
"1729",1961,"Master","Together",74881,1,1,48,505,72,270,36,27,54,4,9,2,12,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,479
"1730",1951,"Graduation","Married",71107,0,1,61,533,10,217,198,174,195,2,7,6,13,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,498
"1731",1964,"PhD","Together",46910,1,1,36,48,0,14,0,0,6,2,2,0,3,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,99
"1732",1959,"Graduation","Married",18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,549
"1733",1955,"Graduation","Divorced",37244,1,1,90,18,2,10,0,0,25,1,1,1,2,7,"1","0","0","0","0","0","0","Baby Boomer Generation",1,429
"1734",1966,"Graduation","Together",82427,0,0,35,482,147,509,104,107,107,1,3,5,12,1,"0","0","1","0","0","0","0","Generation X",1,110
"1735",1958,"2n Cycle","Single",75342,0,1,38,204,97,97,21,118,26,1,5,2,10,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,420
"1736",1954,"Graduation","Divorced",70044,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,497
"1737",1967,"Graduation","Single",79146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,"0","0","0","0","0","0","0","Generation X",0,67
"1738",1963,"Graduation","Married",77437,0,0,70,560,21,442,29,44,29,1,4,5,13,1,"0","0","1","0","0","0","0","Baby Boomer Generation",1,216
"1739",1959,"Graduation","Married",54984,0,1,51,173,13,131,32,3,6,4,6,1,6,7,"0","0","0","1","0","0","0","Baby Boomer Generation",1,37
"1740",1971,"PhD","Married",42403,1,0,18,22,1,11,0,5,3,1,1,0,3,8,"0","0","0","0","0","0","0","Generation X",0,201
"1741",1964,"Graduation","Together",55761,0,1,97,136,1,12,0,3,32,2,4,1,3,6,"0","1","0","0","0","0","0","Baby Boomer Generation",1,67
"1742",1983,"Graduation","Together",37292,1,0,32,275,0,86,10,23,66,5,6,3,5,8,"0","0","0","0","0","0","0","Millenials",0,438
"1743",1945,"PhD","Single",45576,0,0,9,56,19,29,2,14,25,1,3,1,3,8,"0","0","0","0","0","0","1","Silent Generation",0,33
"1744",1947,"Graduation","Together",70321,0,0,6,303,23,751,82,26,191,1,6,5,13,4,"0","0","0","0","0","0","1","Baby Boomer Generation",0,530
"1745",1969,"PhD","Divorced",58086,0,1,80,708,7,62,0,0,15,2,11,3,7,8,"0","0","0","0","0","0","0","Generation X",0,526
"1746",1952,"Graduation","Married",81795,0,0,74,324,132,693,27,118,88,1,4,11,7,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,612
"1747",1947,"Basic","Together",28389,0,0,49,1,5,3,7,4,8,1,1,0,2,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,587
"1748",1946,"Master","Married",66835,0,0,21,620,26,195,34,17,141,1,6,4,13,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,275
"1749",1969,"Graduation","Divorced",69901,0,1,95,312,21,206,102,92,149,3,7,3,10,5,"0","0","0","0","0","0","0","Generation X",0,397
"1750",1949,"PhD","Married",80360,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,"0","1","1","1","0","0","0","Baby Boomer Generation",3,484
"1751",1961,"PhD","Together",63342,0,1,48,918,21,118,13,10,21,3,8,3,5,6,"0","1","0","0","0","0","1","Baby Boomer Generation",1,622
"1752",1974,"Graduation","Married",44989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,"0","0","0","0","0","0","0","Generation X",0,656
"1753",1980,"2n Cycle","Single",31859,1,0,3,3,4,7,15,8,11,1,1,0,3,7,"0","0","0","0","0","0","0","Generation X",0,123
"1754",1949,"PhD","Widow",51569,0,1,39,380,0,47,6,0,34,4,7,1,7,8,"0","1","0","0","0","0","1","Baby Boomer Generation",1,503
"1755",1971,"Graduation","Widow",30372,1,1,33,15,0,12,7,3,7,3,2,0,3,7,"0","0","0","0","0","0","0","Generation X",0,552
"1756",1979,"Basic","Single",16014,1,1,42,3,9,4,7,8,7,4,1,1,4,3,"0","0","0","0","0","0","0","Generation X",0,470
"1757",1968,"Graduation","Married",41120,1,1,80,24,2,23,0,8,24,3,2,1,3,6,"0","0","0","0","0","0","0","Generation X",0,236
"1758",1971,"Master","Single",39763,1,0,9,80,1,60,4,6,16,2,5,1,2,9,"0","0","0","0","0","0","1","Generation X",0,330
"1759",1955,"PhD","Married",38725,1,1,52,31,0,6,2,1,5,2,1,0,4,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,51
"1760",1972,"Graduation","Married",77981,1,0,78,138,120,204,16,126,60,3,7,4,7,5,"0","0","0","0","0","0","0","Generation X",0,400
"1761",1964,"2n Cycle","Married",62905,0,1,68,166,75,96,119,107,59,3,7,2,8,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,293
"1762",1979,"2n Cycle","Divorced",13533,1,0,45,12,3,8,8,0,17,2,2,0,3,7,"0","0","0","0","0","0","0","Generation X",0,477
"1763",1975,"Graduation","Together",59481,0,1,47,178,3,85,71,66,58,2,3,3,8,2,"0","0","0","0","0","0","0","Generation X",0,250
"1764",1977,"Graduation","Married",72117,0,1,34,707,20,171,65,60,50,1,9,7,9,5,"0","0","0","0","0","0","0","Generation X",0,314
"1765",1986,"2n Cycle","Married",21955,1,0,81,5,1,7,17,14,11,2,2,1,3,6,"0","0","0","0","0","0","0","Millenials",0,296
"1766",1956,"Graduation","Married",67131,0,1,72,465,71,250,93,35,62,3,9,2,12,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,461
"1767",1980,"PhD","Single",36802,1,0,23,16,1,2,0,0,1,1,1,0,3,5,"0","0","0","0","0","0","0","Generation X",0,14
"1768",1982,"Graduation","Together",71853,0,0,29,358,108,413,141,97,32,1,2,8,6,1,"0","0","0","0","0","0","0","Millenials",0,418
"1769",1961,"Basic","Married",28249,0,0,80,1,9,7,2,14,10,1,2,0,3,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,15
"1770",1975,"Master","Married",47808,0,1,30,123,1,26,2,0,72,2,3,2,3,7,"1","0","0","0","0","0","0","Generation X",1,253
"1771",1974,"PhD","Divorced",25509,1,0,15,40,3,30,10,7,11,3,3,0,3,9,"0","0","0","0","0","0","1","Generation X",0,650
"1772",1946,"PhD","Married",51012,0,0,86,102,9,63,2,9,24,1,4,1,4,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,438
"1773",1985,"Graduation","Single",70596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,"0","0","0","0","0","0","0","Millenials",0,633
"1774",1952,"PhD","Together",85431,0,0,54,376,53,462,168,53,53,1,2,7,7,0,"0","0","0","0","0","0","0","Baby Boomer Generation",0,387
"1775",1967,"Graduation","Married",42664,0,1,44,21,0,3,0,0,0,1,1,0,3,6,"0","0","0","0","0","0","0","Generation X",0,104
"1776",1955,"Graduation","Together",42586,1,1,7,194,2,56,0,0,0,5,4,1,6,8,"0","0","0","0","0","0","1","Baby Boomer Generation",0,609
"1777",1985,"Graduation","Single",29760,1,0,87,64,4,68,7,5,17,4,3,1,4,8,"0","0","0","0","0","0","0","Millenials",0,670
"1778",1977,"PhD","Married",28973,0,0,59,206,0,46,3,2,12,2,5,1,5,8,"0","0","0","0","0","0","0","Generation X",0,625
"1779",1973,"PhD","Together",39435,1,0,16,71,0,18,0,0,13,1,3,1,2,7,"0","0","0","0","0","0","0","Generation X",0,328
"1780",1984,"2n Cycle","Married",65370,0,0,1,71,22,112,138,89,29,1,2,3,13,1,"0","0","0","0","0","0","0","Millenials",0,333
"1781",1979,"Basic","Single",20194,1,0,64,0,4,7,11,10,15,2,2,0,3,6,"0","0","0","0","0","0","0","Generation X",0,560
"1782",1976,"PhD","Single",42473,1,1,72,93,1,21,0,4,25,3,2,1,4,5,"0","0","0","0","0","0","0","Generation X",0,133
"1783",1968,"Graduation","Married",64590,0,0,98,920,138,168,36,46,30,1,9,4,10,6,"0","0","0","0","0","0","0","Generation X",0,624
"1784",1959,"Graduation","Together",71232,0,1,91,653,17,170,34,26,17,2,11,2,10,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,214
"1785",1971,"Graduation","Together",34600,1,1,8,199,33,60,8,3,15,5,5,2,5,8,"0","0","0","0","0","0","1","Generation X",0,545
"1786",1967,"Graduation","Single",46904,1,1,20,153,4,56,0,9,31,4,5,1,4,8,"0","0","0","0","0","0","0","Generation X",0,604
"1787",1973,"Graduation","Married",49094,0,1,6,376,0,38,11,8,69,5,6,3,6,6,"0","0","0","0","0","0","0","Generation X",0,647
"1788",1983,"Graduation","Together",36075,1,0,54,46,0,30,12,1,30,1,2,0,4,6,"0","0","0","0","0","0","0","Millenials",0,203
"1789",1979,"2n Cycle","Together",60839,1,1,72,600,21,128,223,150,128,13,2,2,12,8,"0","0","0","0","0","0","0","Generation X",0,671
"1790",1979,"Graduation","Together",77298,0,1,46,425,115,292,23,35,79,1,6,6,11,3,"0","0","0","0","0","0","0","Generation X",0,240
"1791",1950,"Graduation","Together",34026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,329
"1792",1963,"PhD","Single",48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,79
"1793",1962,"2n Cycle","Together",82122,0,0,89,734,22,350,151,25,100,1,3,9,13,1,"0","0","1","0","0","0","0","Baby Boomer Generation",1,319
"1794",1976,"Graduation","Single",37697,1,0,82,34,6,21,11,4,8,1,2,1,3,6,"0","0","0","0","0","0","0","Generation X",0,143
"1795",1952,"Graduation","Together",34074,1,1,69,135,1,41,10,1,67,5,3,3,3,6,"1","0","0","0","0","0","0","Baby Boomer Generation",1,352
"1796",1960,"Master","Married",28520,1,1,55,11,0,10,0,2,20,1,1,1,2,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,381
"1797",1955,"Graduation","Single",62535,0,1,13,163,48,90,0,45,52,1,3,2,8,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,270
"1798",1977,"Master","Single",36273,1,0,80,29,3,30,3,2,9,2,3,0,3,6,"0","0","0","0","0","0","0","Generation X",0,75
"1799",1964,"Graduation","Together",63404,0,2,97,734,26,70,11,44,17,2,6,3,4,4,"0","0","0","1","0","0","0","Baby Boomer Generation",1,24
"1800",1981,"2n Cycle","Together",75774,1,0,27,340,21,134,258,14,56,1,7,5,8,4,"0","0","0","0","0","0","0","Millenials",0,59
"1801",1976,"Graduation","Together",78416,0,1,99,453,38,279,188,38,183,2,7,7,10,3,"0","0","0","0","0","0","0","Generation X",0,3
"1802",1974,"Graduation","Together",75702,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,"0","0","1","0","0","0","0","Generation X",1,624
"1803",1951,"Master","Together",59385,1,1,85,135,0,10,0,4,36,2,3,1,4,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,428
"1804",1966,"Graduation","Single",37070,1,1,30,231,7,137,4,15,39,9,5,1,8,7,"0","0","0","0","0","0","1","Generation X",0,467
"1805",1951,"Graduation","Married",44689,1,1,82,18,0,5,0,0,11,2,1,1,2,7,"1","0","0","0","0","0","0","Baby Boomer Generation",1,171
"1806",1958,"Graduation","Together",53977,0,1,21,620,16,165,0,24,82,5,5,5,12,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,387
"1807",1966,"PhD","Single",7144,0,2,92,81,4,33,5,2,291,0,23,1,1,0,"0","0","0","0","0","0","0","Generation X",0,205
"1808",1964,"Graduation","Single",18701,1,1,95,12,4,2,10,6,10,4,2,0,4,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,391
"1809",1956,"Graduation","Married",90369,0,0,2,292,51,981,224,23,17,1,4,6,6,1,"0","0","0","0","0","0","1","Baby Boomer Generation",0,63
"1810",1974,"PhD","Single",63159,0,0,74,965,34,586,89,86,37,1,3,5,8,3,"1","0","0","0","0","0","0","Generation X",1,602
"1811",1966,"Graduation","Together",37758,1,1,49,27,2,10,0,0,1,2,1,0,3,8,"0","0","0","0","0","0","0","Generation X",0,634
"1812",1963,"PhD","Single",46757,0,1,71,777,30,163,0,51,122,6,4,4,7,9,"0","0","0","0","0","0","0","Baby Boomer Generation",0,591
"1813",1969,"Master","Married",79734,0,0,72,572,8,232,23,62,17,1,4,3,6,1,"0","0","0","1","0","0","0","Generation X",1,2
"1814",1992,"Graduation","Together",63207,0,0,68,438,169,565,91,169,70,1,2,3,6,7,"0","0","0","1","0","0","0","Millenials",1,526
"1815",1954,"Graduation","Divorced",72071,0,1,4,531,69,300,150,138,150,3,5,4,8,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,501
"1816",1983,"PhD","Together",21840,1,0,80,17,0,9,0,0,1,1,1,0,3,9,"0","0","0","0","0","0","0","Millenials",0,344
"1817",1982,"2n Cycle","Together",58582,0,1,15,402,35,106,101,77,42,2,9,2,9,5,"0","1","0","0","0","0","0","Millenials",1,275
"1818",1951,"Graduation","Single",72282,0,0,70,503,27,419,90,139,153,1,5,7,9,7,"0","0","0","0","0","0","1","Baby Boomer Generation",0,346
"1819",1956,"Graduation","Married",50387,0,2,91,369,9,87,12,14,34,3,6,2,8,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,303
"1820",1961,"PhD","Together",32583,1,1,10,5,0,3,0,0,1,1,1,0,2,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,15
"1821",1962,"Graduation","Together",62568,0,1,99,362,17,398,80,35,61,3,5,3,5,4,"0","0","0","1","0","0","0","Baby Boomer Generation",1,84
"1822",1971,"Master","Divorced",44635,1,1,25,56,0,9,0,0,3,2,2,0,3,7,"0","0","0","0","0","0","0","Generation X",0,262
"1823",1971,"Master","Single",33316,1,1,34,79,1,31,4,4,12,3,2,1,4,6,"0","0","0","0","0","0","0","Generation X",0,269
"1824",1968,"Graduation","Married",63967,0,1,57,387,84,141,73,35,162,3,4,4,12,2,"0","0","0","0","0","0","0","Generation X",0,325
"1825",1978,"2n Cycle","Together",52513,0,0,84,367,17,241,104,188,232,2,9,5,9,7,"0","0","0","0","0","0","0","Generation X",0,664
"1826",1969,"Graduation","Married",25293,1,0,51,15,0,11,0,2,9,1,1,1,2,8,"0","0","0","0","0","0","0","Generation X",0,288
"1827",1965,"PhD","Widow",54111,0,1,97,267,6,54,8,3,50,2,5,2,6,5,"0","0","0","0","0","0","0","Generation X",0,309
"1828",1986,"Graduation","Together",78394,0,0,13,298,27,697,216,24,166,1,4,6,5,2,"0","0","0","0","0","0","1","Millenials",0,500
"1829",1958,"Master","Married",80739,0,0,92,674,92,736,39,0,92,1,3,11,9,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,403
"1830",1975,"Master","Together",22669,1,0,30,16,14,36,37,22,48,3,4,1,2,9,"0","0","0","0","0","0","1","Generation X",0,404
"1831",1987,"Graduation","Single",29236,1,0,30,37,4,24,16,9,9,2,4,0,3,9,"0","0","0","0","0","0","0","Millenials",0,265
"1832",1959,"Graduation","Together",44911,0,1,11,159,0,22,2,1,31,3,4,1,4,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,472
"1833",1962,"PhD","Married",54693,0,1,72,686,17,142,23,26,35,8,6,4,13,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,498
"1834",1974,"Graduation","Together",48186,1,0,39,97,3,66,12,7,34,3,4,1,4,7,"0","0","0","0","0","0","0","Generation X",0,102
"1835",1977,"Graduation","Married",54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,"0","0","0","0","0","0","1","Generation X",0,292
"1836",1978,"Graduation","Together",41580,1,1,15,56,5,24,4,0,3,3,2,1,3,5,"0","0","0","0","0","0","0","Generation X",0,567
"1837",1970,"PhD","Married",80336,0,0,12,209,19,456,160,142,66,1,2,9,13,1,"0","0","0","0","0","0","0","Generation X",0,294
"1838",1957,"Graduation","Married",47743,0,1,56,198,2,43,0,12,20,3,4,1,6,6,"0","1","0","0","0","0","0","Baby Boomer Generation",1,465
"1839",1955,"2n Cycle","Married",62972,0,1,39,313,15,47,20,0,192,2,7,4,3,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,696
"1840",1954,"PhD","Divorced",57333,0,1,55,941,14,397,76,58,176,11,8,5,9,6,"0","0","0","0","0","0","1","Baby Boomer Generation",0,646
"1841",1982,"PhD","Together",32313,1,0,60,86,4,56,2,4,7,3,4,0,4,9,"0","0","0","0","0","0","0","Millenials",0,504
"1842",1953,"Master","Widow",84953,0,0,73,167,48,602,63,72,72,1,3,10,4,2,"0","1","1","1","0","0","1","Baby Boomer Generation",3,392
"1843",1968,"Master","Divorced",27071,1,0,90,8,3,19,0,2,3,2,2,0,3,6,"0","0","0","0","0","0","0","Generation X",0,68
"1844",1957,"Master","Together",68148,0,0,86,389,66,408,37,57,85,1,4,4,6,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,303
"1845",1965,"Master","Together",65735,1,1,37,239,7,119,4,15,11,5,6,2,6,7,"0","0","0","0","0","0","0","Generation X",0,205
"1846",1975,"PhD","Married",86836,0,0,7,179,21,273,0,21,63,1,6,10,6,5,"1","0","1","1","0","0","1","Generation X",3,656
"1847",1963,"PhD","Married",4023,1,1,29,5,0,1,1,1,1,15,0,0,0,19,"0","0","0","0","0","0","0","Baby Boomer Generation",0,7
"1848",1990,"Graduation","Married",30093,0,0,19,2,6,28,13,4,16,1,2,0,3,7,"0","0","0","0","0","0","0","Millenials",0,357
"1849",1966,"PhD","Married",57705,0,1,14,383,0,53,6,4,40,3,8,1,6,6,"0","0","0","0","0","0","0","Generation X",0,170
"1850",1988,"Graduation","Single",25008,1,0,72,2,8,8,6,1,9,2,1,0,3,8,"0","0","0","0","0","0","0","Millenials",0,148
"1851",1995,"2n Cycle","Single",83257,0,0,56,536,27,590,38,107,67,1,5,10,12,6,"1","0","1","0","0","1","1","Millenials",2,650
"1852",1975,"Graduation","Together",22280,1,0,85,2,1,4,3,1,2,1,1,0,2,8,"0","0","0","0","0","0","0","Generation X",0,407
"1853",1978,"PhD","Married",72159,0,0,62,322,53,899,34,40,53,1,4,6,10,2,"0","0","0","0","0","0","0","Generation X",0,609
"1854",1961,"Graduation","Together",64260,0,0,1,539,169,816,20,0,30,1,4,5,4,3,"0","0","0","0","0","0","1","Baby Boomer Generation",0,535
"1855",1984,"PhD","Single",82733,0,0,28,712,50,420,65,38,38,1,8,4,7,4,"0","0","0","0","0","0","1","Millenials",0,293
"1856",1971,"Master","Divorced",74290,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,"0","1","0","1","0","0","0","Generation X",2,322
"1857",1951,"Master","Single",58217,2,1,84,68,1,13,3,5,13,1,2,0,4,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,590
"1858",1976,"Master","Together",21024,0,0,89,36,4,18,6,2,18,1,2,0,4,7,"0","0","0","0","0","0","0","Generation X",0,361
"1859",1972,"PhD","Married",70116,0,0,73,707,44,603,95,58,29,1,2,8,12,1,"0","0","0","0","0","0","0","Generation X",0,520
"1860",1985,"Graduation","Together",54006,1,0,42,174,77,203,6,24,97,2,8,1,7,7,"0","0","0","0","0","0","0","Millenials",0,650
"1861",1966,"PhD","Married",69063,0,1,16,666,35,124,69,8,26,1,5,3,5,3,"0","0","0","0","0","0","0","Generation X",0,600
"1862",1975,"2n Cycle","Divorced",11448,0,0,16,0,0,0,6,2,6,1,1,0,2,6,"0","0","0","0","0","0","0","Generation X",0,197
"1863",1979,"Graduation","Single",61825,0,1,56,162,50,100,55,30,27,1,4,2,8,4,"0","0","0","0","0","0","0","Generation X",0,327
"1864",1971,"Graduation","Married",70886,1,0,65,407,70,239,103,88,53,1,5,4,4,2,"0","0","0","0","0","0","0","Generation X",0,259
"1865",1982,"Graduation","Married",69109,0,0,10,823,25,459,124,29,95,1,6,6,7,4,"0","0","1","0","0","0","1","Millenials",1,598
"1866",1973,"Graduation","Widow",60208,1,1,13,488,23,71,15,0,59,11,8,3,7,7,"0","1","0","0","0","0","1","Generation X",1,631
"1867",1968,"Master","Together",32889,1,1,78,28,0,13,4,2,8,3,2,1,3,5,"0","0","0","0","0","0","0","Generation X",0,297
"1868",1984,"Graduation","Single",34738,1,0,51,3,2,10,3,0,2,1,1,0,3,6,"0","0","0","0","0","0","0","Millenials",0,50
"1869",1971,"Master","Together",30538,1,0,27,284,0,52,8,3,20,4,9,0,4,10,"0","0","0","0","0","0","0","Generation X",0,637
"1870",1977,"2n Cycle","Together",82326,0,0,30,938,142,754,159,81,183,1,5,10,6,2,"0","1","1","1","0","0","1","Generation X",3,112
"1871",1967,"PhD","Divorced",26642,1,0,71,13,2,15,2,2,8,2,2,0,3,6,"0","0","0","0","0","0","0","Generation X",0,121
"1872",1964,"Graduation","Divorced",69932,0,1,97,412,172,153,150,105,57,2,7,6,11,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,383
"1873",1972,"Graduation","Single",44503,1,1,83,31,1,8,0,0,8,2,2,0,3,6,"0","0","0","0","0","0","0","Generation X",0,75
"1874",1948,"PhD","Single",60200,0,1,3,502,19,132,0,6,26,6,6,2,11,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,544
"1875",1952,"Graduation","Divorced",49638,0,1,71,18,10,3,3,5,0,1,1,0,3,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,72
"1876",1987,"2n Cycle","Single",23830,0,0,3,1,8,6,4,8,16,1,1,0,3,7,"0","0","0","0","0","0","0","Millenials",0,143
"1877",1959,"Master","Widow",33051,0,0,15,100,71,243,108,94,219,3,9,1,8,9,"0","0","0","0","0","0","1","Baby Boomer Generation",0,683
"1878",1958,"Graduation","Married",72905,0,0,52,407,114,445,181,165,203,1,3,7,9,1,"0","0","0","1","0","0","0","Baby Boomer Generation",1,160
"1879",1951,"PhD","Together",69702,0,1,8,664,9,240,50,19,57,2,7,7,10,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,496
"1880",1975,"Graduation","Divorced",70300,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,"0","0","0","0","0","0","0","Generation X",0,350
"1881",1984,"PhD","Married",70643,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,"0","0","0","0","0","0","1","Millenials",0,623
"1882",1969,"PhD","Married",30396,1,0,22,15,0,6,0,1,12,2,1,1,2,7,"1","0","0","0","0","0","1","Generation X",1,61
"1883",1968,"PhD","Divorced",50616,0,1,56,128,0,16,0,1,4,2,4,0,4,7,"0","0","0","0","0","0","0","Generation X",0,73
"1884",1969,"Master","Single",62772,0,1,74,581,49,157,43,8,108,1,5,6,11,2,"0","1","0","0","0","0","0","Generation X",1,407
"1885",1985,"PhD","Single",30298,0,0,48,6,3,12,6,1,0,1,1,1,3,3,"0","0","0","0","0","0","0","Millenials",0,42
